Bytes, Url
18677760,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/Bhai%2520Gurmej%2520Singh%2520-%2520Doe%2520kar%2520jod%2520karon%2520ardaas%5B1%5D.mp3",
11338441,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/Bhai%2520Gurmej%2520Singh%2520-%2520Ghol%2520ghumai%2520lalna%2520fixed%5B1%5D.mp3",
29452493,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/Bhai%2520Gurmej%2520SIngh%2520-%2520Holi%2520kini%2520sant%2520sev%5B1%5D.mp3",
13419164,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/Bhai%2520Gurmej%2520Singh%2520-%2520Ja%2520je%2520vas%2520khan%2520sultan%5B1%5D.mp3",
10316625,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/Bhai%2520Gurmej%2520Singh%2520-%2520Tikh%2520bujh%2520gyi%5B1%5D.mp3",
34781894,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/bol%2520har%2520nam%2520safal%2520saa%2520ghari%5B1%5D.mp3",
20236078,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/sab%2520ko%2520tera%2520tu%2520sabas%2520da%5B1%5D.mp3",
89616384,   "http://sgpc.net/puratan-kirtan/Gyan SIngh Jogi/Gyan SIngh Jogi Asa Di Var%5B1%5D.mp3",
6989824,   "http://sgpc.net/puratan-kirtan/Gyan SIngh Jogi/Gyan SIngh Jogi Hey GobinD Hey Gopal Hey Dyal Lal%5B1%5D.mp3",
4499456,   "http://sgpc.net/puratan-kirtan/Gyan SIngh Jogi/Gyan SIngh Jogi Hou Vaare Vaare Joun%5B1%5D.mp3",
12890112,   "http://sgpc.net/puratan-kirtan/Gyan SIngh Jogi/Gyan SIngh Jogi Madho Aise Banai Tum Sangai%5B1%5D.mp3",
6881280,   "http://sgpc.net/puratan-kirtan/Gyan SIngh Jogi/Gyan SIngh Jogi Rut Aile Saras Basant Mahe%5B1%5D.mp3",
8988456,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/aiso%2520koun%2520bali%2520re%5B1%5D.mp3",
8472288,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/andin%2520har%2520nam%2520kirtan%2520karo%5B1%5D.mp3",
17897251,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/asa%2520ki%2520var%25201%5B1%5D.mp3",
14782201,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/asa%2520ki%2520var%25202%5B1%5D.mp3",
9824369,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/asa%2520ki%2520var%25203%5B1%5D.mp3",
8932444,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/asa%2520ki%2520var%25204%5B1%5D.mp3",
6966785,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/asa%2520ki%2520var%25205%5B1%5D.mp3",
1935807,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/asa%2520ki%2520var%25206%5B1%5D.mp3",
116301977,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/asa%2520ki%2520var%5B1%5D.mp3",
9152711,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Bandna%2520Har%2520Bandna%5B1%5D.mp3",
8355665,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/bapar%2520gobind%2520nae%5B1%5D.mp3",
12293258,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/baras%2520saras%2520agya%5B1%5D.mp3",
15483956,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Bhaj%2520Ram%2520Mo%2520Man%2520Ram%5B1%5D.mp3",
18907179,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/bin%2520kartar%2520na%2520kirtan%2520mano%5B1%5D.mp3",
7185382,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/bolo%2520bhaiya%2520ram%2520nam%5B1%5D.mp3",
10859053,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/charan%2520kamal%2520sang%2520lagi%2520dori%5B1%5D.mp3",
8193925,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/charan%2520kamal%2520sang%2520lagi%2520dori%5B1%5D 1.mp3",
11666317,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Chatna%2520Hai%2520To%2520Chaat%2520Lay%5B1%5D.mp3",
5343024,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/chuka%2520nihora%2520sakhi%2520saheli%5B1%5D.mp3",
6627820,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/dheero%2520dekh%2520tumhare%2520ranga%5B1%5D.mp3",
10623927,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Diwali%2520Di%2520Raat%2520Deevay%5B1%5D.mp3",
9499200,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/ehai%2520manorath%2520mera%5B1%5D.mp3",
5278240,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/guru%2520ramdas%2520rakho%2520sarnayi%5B1%5D.mp3",
9270591,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/ham%2520dhadhi%2520har%2520prabh%2520khasam%2520ke%5B1%5D.mp3",
8765263,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Ham%2520Dhadhi%2520Har%2520Prabh%5B1%5D.mp3",
11662138,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Har%2520Gun%2520Gaavo%2520Jagdees%5B1%5D.mp3",
4662592,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/har%2520ka%2520bilovna%2520bilovo%2520mere%2520bhai%5B1%5D.mp3",
16066593,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/har%2520ram%2520ram%2520ram%2520rama%5B1%5D.mp3",
4397604,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/he%2520gobind%2520he%2520gopal%5B1%5D.mp3",
7623404,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/hey%2520sansar%2520tap%2520harne%5B1%5D.mp3",
2570704,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/hichai%2520ta%2520prekm%2520ke%2520chabuk%2520maro%5B1%5D.mp3",
10873903,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/hou%2520dhadhi%2520har%2520prabh%2520khasam%2520ka%5B1%5D.mp3",
8134188,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/hou%2520var%2520var%2520jaou%2520gur%2520gopal%5B1%5D.mp3",
5050873,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/hou%2520var%2520var%2520joun%5B1%5D.mp3",
7506788,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/jahu%2520kahu%2520apno%2520hi%2520chit%2520aaveh%5B1%5D.mp3",
12197544,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanthe%2520mala%2520jehva%2520raam%5B1%5D.mp3",
7096320,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Aayi%2520gayi%2520sabh%2520khelat%2520hori%5B1%5D.mp3",
6254592,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520aiso%2520gun%2520mero%2520prabh%2520ji%2520keen%5B1%5D.mp3",
5412864,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520das%2520tere%2520ki%2520benti%5B1%5D.mp3",
8742912,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Halat%2520sukh%2520palat%2520sukh%2520nit%2520sukh%2520simarno%5B1%5D.mp3",
4562944,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Har%2520charan%2520saran%2520kalyan%2520karan%5B1%5D.mp3",
5740544,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520har%2520gun%2520gavoh%2520jagdees%5B1%5D.mp3",
12552192,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520har%2520sukh%2520data%2520mere%2520man%2520jaap%5B1%5D.mp3",
3606528,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520he%2520sansar%2520tap%2520harne%5B1%5D.mp3",
5622726,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Jap%2520man%2520har%2520har%2520naam%2520nit%2520dhayee%5B1%5D.mp3",
5752832,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Jap%2520man%2520har%2520har%2520nam%2520nidhan%5B1%5D.mp3",
8171520,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520jap%2520man%2520nirbhau%2520sat%2520sat%2520sadaa%2520sat%5B1%5D.mp3",
9320448,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Kaha%2520kou%2520kare%2520kach%2520hot%2520na%2520kahun%2520ke%2520kiye%5B1%5D.mp3",
8390656,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Kaoun%2520tumare%2520aaye%2520rajan%5B1%5D.mp3",
5474304,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520kar%2520dandot%2520pun%2520vadda%2520he%5B1%5D.mp3",
4599808,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520kartar%2520karunamai%2520deen%2520benti%2520kare%5B1%5D.mp3",
5976527,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Madhsudan%2520mere%2520man%2520taan%2520praana%5B1%5D.mp3",
12271616,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Mai%2520banjaran%2520ram%2520ki%5B1%5D.mp3",
4933632,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Mai%2520gurcharni%2520chit%2520laiye%5B1%5D.mp3",
5883904,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Mai%2520mere%2520man%2520ki%2520preet%5B1%5D.mp3",
4930369,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Mai%2520mohe%2520pritam%2520deho%2520milayi%5B1%5D.mp3",
4945920,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Mere%2520mathe%2520lagi%2520dhur%2520gobind%2520charanan%2520ki%5B1%5D.mp3",
5361664,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Mouli%2520dharti%2520mouliya%2520akash%5B1%5D.mp3",
8352613,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Narayan%2520narpat%2520namaskare%5B1%5D.mp3",
4253696,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520paaniya%2520bin%2520min%2520talfe%5B1%5D.mp3",
5787648,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Preet%2520preet%2520guriya%2520mohan%2520lalna%5B1%5D.mp3",
12386304,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Ram%2520bhaj%2520ram%2520bhaj%5B1%5D.mp3",
8030208,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kanwarpal%2520singh%2520-%2520Tu%2520thakur%2520tum%2520pai%2520ardas%5B1%5D.mp3",
8047210,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kaun%2520ko%2520kalank%2520rahiyo%5B1%5D.mp3",
3330548,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kavan%2520bani%2520ri%2520teri%2520lali%5B1%5D.mp3",
4115062,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kirat%2520karan%2520saran%2520man%2520mohan%5B1%5D.mp3",
13532103,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kirat%2520prabh%2520ki%2520gavo%2520meri%2520rasna%5B1%5D.mp3",
5101441,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kirtan%2520nam%2520sirat%2520rahon%5B1%5D.mp3",
12791474,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/kou%2520har%2520samaan%2520nahin%2520raja%5B1%5D.mp3",
12635147,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Mai%2520Gobind%2520Puja%2520Kaha%5B1%5D.mp3",
8086498,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/mai%2520moro%2520pritam%2520complete%5B1%5D.mp3",
10176712,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/malar%2520ssetal%2520raag%2520hai%5B1%5D.mp3",
14839896,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/man%2520re%2520kyon%2520chutas%2520dukh%2520bhari%5B1%5D.mp3",
12695761,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/man%2520re%2520sansar%2520ang%2520gahira%5B1%5D.mp3",
6249003,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/mate%2520matang%5B1%5D.mp3",
5463819,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/mohan%2520ghar%2520aavoh%2520karun%2520jodadiya%5B1%5D.mp3",
12319182,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/nahin%2520chodu%2520re%2520baba%2520ram%2520nam%5B1%5D.mp3",
14789726,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Nar%2520Achayt%2520Paap%2520Te%2520Dar%2520Ray%5B1%5D.mp3",
2178225,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/oha%2520prem%2520piri%5B1%5D.mp3",
6786643,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/oye%2520pardesiya%5B1%5D.mp3",
9415607,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Preetam%2520Kay%2520dayis%2520Kaisay%2520Baatan%5B1%5D.mp3",
6383740,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/pritam%2520jan%2520leho%2520man%2520mahi%5B1%5D.mp3",
10779408,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Rain%2520Dinas%2520Parbhaat%2520Tuhai%2520Hi%2520Gaavana%5B1%5D.mp3",
9281074,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/rain%2520dinas%2520parbhat%2520tuhe%2520he%2520gavna%5B1%5D 1.mp3",
4950140,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/raj%2520lila%2520tere%2520nam%2520banai%5B1%5D.mp3",
4116311,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/ram%2520bhagat%2520mangou%2520sant%5B1%5D.mp3",
3733875,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/ram%2520nam%2520saar%2520kal%2520me%5B1%5D.mp3",
6099500,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/rama%2520ram%2520ramai%2520ant%2520na%2520paia%5B1%5D.mp3",
10047488,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/rama%2520ram%2520ramai%2520ant%2520na%2520paiya%5B1%5D.mp3",
11490363,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/rasna%2520japti%2520tuhi%2520tuhi%5B1%5D.mp3",
11567261,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Sa%2520Rasna%2520Dhan%2520Dhan%2520Hai%5B1%5D.mp3",
6615282,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/sabh%2520dukh%2520haro%2520karunamai%5B1%5D.mp3",
6846001,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/sajna%2520sant%2520aavoh%2520mere%5B1%5D.mp3",
8028705,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/salal%2520me%2520dharan%5B1%5D.mp3",
3259913,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/sastar%2520bed%2520puran%2520paranta%5B1%5D.mp3",
12210082,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/Sewak%2520Ki%2520Har%2520Ardas%2520Piyaray%5B1%5D.mp3",
7778045,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/shub%2520bchan%2520bol%5B1%5D.mp3",
4029379,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/simar%2520mana%2520ram%2520nam%2520chitare%5B1%5D.mp3",
13922044,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/tana%2520bana%2520kachu%2520na%2520soojhai%5B1%5D.mp3",
4973966,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/tere%2520gun%2520gavan%2520deh%2520bhujai%5B1%5D.mp3",
2943517,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/tu%2520chou%2520sajjan%2520maindeya%5B1%5D.mp3",
6493240,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/tu%2520sun%2520harna%2520kalya%5B1%5D.mp3",
6055227,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/vidya%2520vichari%2520ta%2520parupkari%5B1%5D.mp3",
12239393,   "http://sgpc.net/puratan-kirtan/kanwarpal singh/yar%2520ve%2520priye%2520habe%2520sakhiyan%5B1%5D.mp3",
13457196,   "http://sgpc.net/puratan-kirtan/nirmal singh/Unknown Album/Bhai%2520Nirmal%2520Singh%2520-%2520Apne%2520har%2520pe%2520benti%2520kahiya%28devgandhari%2520jhaptaal%29%5B2%5D.mp3",
9893206,   "http://sgpc.net/puratan-kirtan/nirmal singh/Unknown Album/Bhai%2520Nirmal%2520Singh%2520-%2520Jap%2520gobind%2520gopal%2520lal_0114232328%5B1%5D.mp3",
10143200,   "http://sgpc.net/puratan-kirtan/nirmal singh/Unknown Album/Bhai%2520Nirmal%2520Singh%2520-%2520Mohan%2520ghar%2520avoh%2520karon%2520jodadiya%2520%28basant%2520keherwa%29%5B1%5D.mp3",
16183910,   "http://sgpc.net/puratan-kirtan/nirmal singh/Unknown Album/Bhai%2520Nirmal%2520Singh%2520-%2520Sorath%2520taam%2520suhavnee%5B1%5D.mp3",
13402028,   "http://sgpc.net/puratan-kirtan/nirmal singh/Unknown Album/Bhai%2520Nirmal%2520Singh%2520-%2520Uthat%2520sukhia%2520baithat%2520sukhia%2520%28bhairav%2C%2520jhaptaal%29%5B1%5D.mp3",
17581915,   "http://sgpc.net/puratan-kirtan/nirmal singh/Too Prabh Daata Daan Mat.mp3",
9384478,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 6_54_34 PM%29/01 Gur Pooray Meri Raakh Layi.mp3",
11979292,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 6_54_34 PM%29/02 Tu Bhagtan Kai Vass.mp3",
11979292,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 6_54_34 PM%29/02 Tu Bhagtan Kai Vass 1.mp3",
12660430,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 6_54_34 PM%29/03 Satgur Ayeo Saran.mp3",
12660430,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 6_54_34 PM%29/03 Satgur Ayeo Saran 1.mp3",
13264470,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 6_54_34 PM%29/04 Bahut Janam.mp3",
13264470,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 6_54_34 PM%29/04 Bahut Janam 1.mp3",
20421470,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 8_08_31 PM%29/01 Prabh Milbe Ko Preet.mp3",
19934442,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 8_08_31 PM%29/02 Raakh Sadaa Prabh.mp3",
19934442,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 8_08_31 PM%29/02 Raakh Sadaa Prabh 1.mp3",
16895838,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 9_19_54 PM%29/03 Gur Poora.mp3",
16895838,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 9_19_54 PM%29/03 Gur Poora 1.mp3",
13549868,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %281_29_2007 9_19_54 PM%29/04 Prem Sehat Gal Laave.mp3",
14349896,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %282_3_2007 3_17_18 PM%29/01 Din Raati Aaradho Pyaaro.mp3",
11353860,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %282_3_2007 3_17_18 PM%29/02 Sarab Sukhan Ka Daata.mp3",
11353860,   "http://sgpc.net/puratan-kirtan/Nirmal Singh Nagpuri/Unknown Album %282_3_2007 3_17_18 PM%29/02 Sarab Sukhan Ka Daata 1.mp3",
7884425,   "http://sgpc.net/puratan-kirtan/PARAMJOT SINGH/baso%2520mere%2520man%2520maahe%5B1%5D.mp3",
4593414,   "http://sgpc.net/puratan-kirtan/PARAMJOT SINGH/bisar%2520gai%2520sabh%2520taat%2520parai%5B1%5D.mp3",
11441676,   "http://sgpc.net/puratan-kirtan/PARAMJOT SINGH/mai%2520man%2520wadhi%2520aas%2520hray%5B1%5D.mp3",
9925320,   "http://sgpc.net/puratan-kirtan/PARAMJOT SINGH/meethay%2520har%2520gun%2520gao%5B1%5D.mp3",
7757365,   "http://sgpc.net/puratan-kirtan/PARAMJOT SINGH/mohay%2520kirpa%2520dharay%5B1%5D.mp3",
6725006,   "http://sgpc.net/puratan-kirtan/PARAMJOT SINGH/say%2520sanjog%2520karo%2520mayray%2520piaray%5B1%5D.mp3",
6130869,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Anand%2520Rang%2520Binod%2520Hamaaray%5B1%5D.mp3",
12276541,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Asi%2520Bhavra%2520Baas%2520Lay%5B1%5D.mp3",
6201922,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Baaraj%2520Kar%2520Daayan%5B1%5D.mp3",
11476567,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Ghol%2520Ghumaai%2520Laalna%5B1%5D.mp3",
8309272,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Gun%2520Naad%2520Gun%2520Aanand%5B1%5D.mp3",
14984498,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Jee%2520Ki%2520Ayjay%2520Hi%2520Pai%2520Maani%5B1%5D.mp3",
13511610,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Jo%2520Jaano%2520Teon%2520Raakh%5B1%5D.mp3",
6958428,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Laal%2520Mayray%2520Aye%2520Hain%5B1%5D.mp3",
7084234,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Maha%2520Maham%2520Marthi%5B1%5D.mp3",
4819731,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Moli%2520Dharti%2520Mohlia%2520Akas%5B1%5D.mp3",
6378301,   "http://sgpc.net/puratan-kirtan/PARKASH SINGH/Preet%2520Man%2520Lagi%5B1%5D 1.mp3",
12574720,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/bhai%2520pirthipal%2520singh%2520mohanpal%2520singh%2520-%2520asa%2520ki%2520var%25201%5B1%5D.mp3",
12199525,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/bhai%2520pirthipal%2520singh%2520mohanpal%2520singh%2520-%2520asa%2520ki%2520var%25202%5B1%5D.mp3",
11411456,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/bhai%2520pirthipal%2520singh%2520mohanpal%2520singh%2520-%2520asa%2520ki%2520var%25203%5B1%5D.mp3",
10064590,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/bhai%2520pirthipal%2520singh%2520mohanpal%2520singh%2520-%2520asa%2520ki%2520var%25204%5B1%5D.mp3",
17400609,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/bhai%2520pirthipal%2520singh%2520mohanpal%2520singh%2520-%2520asa%2520ki%2520var%25205%5B1%5D.mp3",
12900352,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/bhai%2520pirthipal%2520singh%2520mohanpal%2520singh%2520-%2520asa%2520ki%2520var%25206%5B1%5D.mp3",
8821997,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/bhai%2520pirthipal%2520singh%2520mohanpal%2520singh%2520-%2520asa%2520ki%2520var%25207%5B1%5D.mp3",
14800896,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/dhan%2520dhan%2520ramdas%2520gur%5B1%5D.mp3",
10815488,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/gur%2520tar%2520tran%2520haria%5B1%5D.mp3",
12156928,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/ham%2520kukar%2520tere%2520darbar%5B1%5D.mp3",
13242368,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/sarvar%2520hans%2520dhurai%2520hee%2520mela%5B1%5D.mp3",
6402048,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/sri%2520ram%2520nama%2520uchar%2520mana%5B1%5D.mp3",
14684913,   "http://sgpc.net/puratan-kirtan/pirthipal singh mohanpal singh/sun%2520murakh%2520man%2520ajana%5B1%5D.mp3",
10481792,   "http://sgpc.net/puratan-kirtan/Prem Singh/aavoh%2520jee%2520tum%2520aavoh%2520hamare%5B1%5D.mp3",
6985856,   "http://sgpc.net/puratan-kirtan/Prem Singh/aavoh%2520meet%2520pyare%5B1%5D.mp3",
15108224,   "http://sgpc.net/puratan-kirtan/Prem Singh/at%2520pritam%2520man%2520mohna%5B1%5D.mp3",
9394304,   "http://sgpc.net/puratan-kirtan/Prem Singh/baliyo%2520chirag%2520andhiyar%2520me%5B1%5D.mp3",
13609088,   "http://sgpc.net/puratan-kirtan/Prem Singh/bhinni%2520rainadiye%5B1%5D.mp3",
7438464,   "http://sgpc.net/puratan-kirtan/Prem Singh/charan%2520kamal%2520sang%2520lagi%2520dori%5B1%5D.mp3",
7927936,   "http://sgpc.net/puratan-kirtan/Prem Singh/gobind%2520jiyo%2520tu%2520mere%2520pran%2520adhar%5B1%5D.mp3",
4954240,   "http://sgpc.net/puratan-kirtan/Prem Singh/gun%2520kirat%2520nidh%2520mori%5B1%5D.mp3",
18315392,   "http://sgpc.net/puratan-kirtan/Prem Singh/gursikhi%2520bareek%2520hai%5B1%5D.mp3",
9044096,   "http://sgpc.net/puratan-kirtan/Prem Singh/guru%2520guru%2520gur%2520kar%2520man%2520mor%5B1%5D.mp3",
3147904,   "http://sgpc.net/puratan-kirtan/Prem Singh/he%2520gobind%2520he%2520gopal%5B1%5D.mp3",
12576896,   "http://sgpc.net/puratan-kirtan/Prem Singh/jan%2520parupkari%2520aye%5B1%5D.mp3",
19507328,   "http://sgpc.net/puratan-kirtan/Prem Singh/jimee%2520puchey%2520asman%5B1%5D.mp3",
7667840,   "http://sgpc.net/puratan-kirtan/Prem Singh/mai%2520gun%2520nidh%2520namgal%2520gayo%5B1%5D.mp3",
9523328,   "http://sgpc.net/puratan-kirtan/Prem Singh/mai%2520neer%2520vaheh%2520veh%2520challe%2520jiyo%5B1%5D.mp3",
